CatalogNumber,Country,NearestPlace,Locality,Material,Function,Period,CDLI,OriginalNumber,Date,Genre,Lines,PrimaryPublication,Transliteration,ImageURIs
BC.001793,,,,clay,tablet,Early Neo-Babylonian,P296463,MLC 01796,NN.DE.09.07.20,archival,obv4,"BRM 1, 13 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593083/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593084/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593085/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593086/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593087/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593088/format/3
BC.001794,,,,clay,tablet,Early Neo-Babylonian,P296464,MLC 01797,NN.DE.08.11.26,archival,"obv4, LoE1, rev1","BRM 1, 14 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593089/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593090/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593091/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593092/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593093/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593094/format/3
BC.001795,,,,clay,tablet,Early Neo-Babylonian,P296465,MLC 01798,NN.DE.08.12.04,archival,"obv3, rev6","BRM 1, 15 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593095/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593096/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593097/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593098/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593099/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593100/format/3
BC.001796,,,,clay,tablet,Early Neo-Babylonian,P296466,MLC 01799,NN.DE.09.xx.xx,archival,"obv5, rev2","BRM 1, 16 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593101/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593102/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593103/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593104/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593105/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593106/format/3
BC.001797,,,,clay,tablet,Early Neo-Babylonian,P296467,MLC 01800,NN.DE.08.xx.xx,archival,"obv10, LoE2, rev3","BRM 1, 17 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593107/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593108/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593109/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593110/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593111/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593112/format/3
BC.001798,,,,clay,tablet,Early Neo-Babylonian,P296468,MLC 01801,NN.DE.10.xx.06,archival,"obv5, LoE1, rev5","BRM 1, 18 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593113/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593114/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593115/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593116/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593117/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593118/format/3
BC.001799,,,,clay,tablet,Early Neo-Babylonian,P296469,MLC 01802,NN.DE.04.04.21,archival,"UE3, obv9, rev3","BRM 1, 19 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593119/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593120/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593121/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593122/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593123/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593124/format/3
BC.001800,,,,clay,tablet,Early Neo-Babylonian,P296470,MLC 01803,NN.DE.14.10.17,archival,"obv8, rev5","BRM 1, 20 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593125/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593126/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593127/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593128/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593129/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593130/format/3
BC.001801,,,,clay,tablet,Early Neo-Babylonian,P296471,MLC 01804,NN.DE.xx.03.10,archival,"obv4, LoE1, rev1","BRM 1, 21 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593131/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593132/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593133/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593134/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593135/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593136/format/3
BC.001803,,,,clay,tablet,Post-Kassite,P296473,MLC 01806,xx.DE.04.09.21,archival,"obv5, LoE2, rev5","BRM 1, 23 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593137/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593138/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593139/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593140/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593141/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593142/format/3
BC.001804,,,,clay,tablet,Post-Kassite,P296474,MLC 01807,xx.DE.08.10.25,archival,"obv7, LoE1, rev2","BRM 1, 24 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593143/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593144/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593145/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593146/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593147/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593148/format/3
BC.001805,,,,clay,tablet,Post-Kassite,P296475,MLC 01808,nd,archival,obv7,"BRM 1, 25 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593149/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593150/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593151/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593152/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593153/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593154/format/3
BC.001806,,,,clay,tablet,Post-Kassite,P296476,MLC 01809,nd,archival,"obv7, rev7","BRM 1, 26 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593155/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593156/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593157/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593158/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593159/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593160/format/3
BC.001807,,,,clay,tablet,Post-Kassite,P296477,MLC 01810,nd,archival,obv5,"BRM 1, 27 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593161/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593162/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593163/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593164/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593165/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593166/format/3
BC.001808,,,,clay,tablet,Post-Kassite,P296478,MLC 01811,nd,archival,"obv2, rev1","BRM 1, 28 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593167/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593168/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593169/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593170/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593171/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593172/format/3
BC.001809,,,,clay,tablet,Post-Kassite,P296479,MLC 01812,N$I.DE.10.09.20,archival,"obv4, rev3","BRM 1, 2 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593173/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593174/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593175/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593176/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593177/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593178/format/3
BC.001810,,,,clay,tablet,Post-Kassite,P296480,MLC 01813,N$I.DE.13.08.19,archival,"obv7, rev7","BRM 1, 3 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593179/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593180/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593181/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593182/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593183/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593184/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593185/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593186/format/3
BC.001811,,,,clay,tablet,Early Neo-Babylonian,P296481,MLC 01814,NN.DE.01.04.23,archival,"obv8, LoE2, rev5","BRM 1, 4 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593187/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593188/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593189/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593190/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593191/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593192/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593193/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593194/format/3
BC.001812,,,,clay,tablet,Early Neo-Babylonian,P296482,MLC 01815,NN.DE.03.07.01,archival,"obv6, LoE2, rev6, UE2, LeE1","BRM 1, 5 (C)",archive unknown; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593195/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593196/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593197/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593198/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593199/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593200/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593201/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593202/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593203/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593204/format/3
BC.001820,,,,clay,"containers (pots, etc.)",Ur III,P226885,MLC 01823,nd.UR3.--.--.--,monumental,13+,"Scheil, OLZ 7, 1904, 254f (C, T, Tr); BRM 4, 46 (C), p. 46 (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/593205/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593206/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593207/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593208/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593209/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593210/format/3
BC.001857,,,,clay,tablet,Late Babylonian,P296512,MLC 01859,nd,canonical,"obv37, rev42","BRM 4, 20 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712586/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593211/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593212/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593213/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593214/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593215/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593216/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593217/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593218/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593219/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593220/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/602902/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593221/format/3
BC.001861,,,,clay,tablet,Late Babylonian,P296515,MLC 01863,nd,canonical,"obv29+, rev5+, UE1","BRM 4, 32 (C), PltV (P)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712587/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593222/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/593223/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593224/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593225/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593226/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593227/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593228/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593229/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593230/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593231/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593232/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593233/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593234/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593235/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593236/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593237/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593238/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593239/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593240/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593241/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593242/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593243/format/3
BC.001862,,,,clay,tablet,Late Babylonian,P296516,MLC 01864,nd,canonical,"obv28+, rev30+","M. Cohen, Canonical Lamentations, pp120ff, esp 146-51, 839 (C, T, Tr--Text P)",,http://deliver.odai.yale.edu/content/repository/YPM/id/593244/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593245/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593246/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593247/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593248/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593249/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593250/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593251/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593252/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593253/format/3
BC.001864,Iraq,Uruk (Warka),,clay,tablet,Hellenistic,P296517,MLC 01866,ANT.SE.97.xx.23,canonical,"obv Col.I 25+, Col.II 24+, Col.III 22+, rev Col.IV 20+, Col.V 8+, Col.VI 7+",unpublished,"colophon of [Ina-qibit-Anu], son of Anu-ah-u$ab$i, descendant of Ekur-zakir, exorcist (a$ipu) of Anu and Antu, supreme pontiff ($e$gallu) of the Re$ temple, scribe of Enuma Anu Enlil ($assukku Enuma Anu Enlilla)",http://deliver.odai.yale.edu/content/repository/YPM/id/712588/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593254/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593255/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593256/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593257/format/3
BC.001871,Iraq,Uruk (Warka)?,,clay,tablet,Hellenistic,P296523,MLC 01873,ANT.SE.61.04.28?,canonical,"obv27, rev21, UE1","BRM 4, 7 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712589/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/603797/format/3
BC.001872,,,,clay,tablet,Hellenistic,P296524,MLC 01874,ANT.SE.99.02.07,canonical,"obv43, rev39, UE1","BRM 4, 13 (C) and pp30-37 (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/603798/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712590/format/3
BC.001873,,,,clay,tablet,Late Babylonian,P296525,MLC 01875,nd,canonical,"obv33+, rev34+",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/593258/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593259/format/3
BC.001877,,,,clay,tablet,Hellenistic,P363408,MLC 01879,nd,canonical,obv29; rev31,"BRM 4: 9 (C), pp. 25ff (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712591/format/3
BC.001878,Iraq,Uruk (Warka)?,,clay,tablet,Hellenistic,P363208,MLC 01880,nd,"canonical, scientific","obv 7 cols, rev 5 cols (1-2 cols uninscribed)","Neugebauer, ACT No. 190",,http://deliver.odai.yale.edu/content/repository/YPM/id/712592/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593260/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593261/format/3
BC.001882,,,,clay,tablet,Late Babylonian,P506977,MLC 01884,nd,"canonical, scientific","obv19+, LoE1+, 18+","Beaulieu, Frahm, Horowitz, Steele The cuneiform uranology texts : drawing the constellations 2018, app. C",,http://deliver.odai.yale.edu/content/repository/YPM/id/719536/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593262/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593263/format/3
BC.001883,Iraq,Uruk (Warka),,clay,tablet,Hellenistic,P507391,MLC 01885,nd,,"obv15+, rev13+","Hunger, Astronomical Diaries v. 7 (2014), no. 57, p. 112-115, pl. 31 (T,Tr, P)",,http://deliver.odai.yale.edu/content/repository/YPM/id/719543/format/3
BC.001886,,,,clay,tablet,Neo-Assyrian,P296531,MLC 01888,nd,canonical,"obv28+, rev23+",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/593264/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593265/format/3
BC.001888,Iraq,Uruk (Warka),,clay,tablet,Hellenistic,P296532,MLC 01890,SEL.SE.87.04.26,canonical,"UE1, obv19, rev16","Beaulieu, OrNS 64, 1995, 192-96 (C, T, Tr)","colophon: Tablet of Anu-uballit, son of Nanaya-ere$, descendant of Sin-leqi-unninni, the kalu of Anu and Antu, (of) Uruk, copied by Illut-Anu, son of Nidintu-Anu, descendant of Anu-uballit, descendant of Tattannu, descendant of Sin-leqi-unninni, the kalu",http://deliver.odai.yale.edu/content/repository/YPM/id/593266/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593267/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593268/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593269/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593270/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593271/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593272/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593273/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593274/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593275/format/3
BC.001948,,,,clay,tablet,Old Babylonian,P254735,MLC 01950,nd,scientific,"obv11, rev3+, UE2","MCT 48 (T, Tr), pl.27 (P), pl.2 (C)",UE: [...] x 15 x x [...] / [...] 30 x UD,http://deliver.odai.yale.edu/content/repository/YPM/id/712594/format/3
BC.002001,Iraq,Uruk (Warka),,clay,tablet,Hellenistic,P296639,MLC 02000,ANT.SE.122.09.08,archival,"obv18, rev12","BRM 1, 98 (C)",Bit-Re$ archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/593276/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593277/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593278/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593279/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593280/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593281/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593282/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593283/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593284/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593285/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593286/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593287/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593288/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593289/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593290/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593291/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593292/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593293/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593294/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593295/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593296/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593297/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593298/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593299/format/3
BC.002022,,,,clay,tablet,Old Babylonian,P254736,MLC 02078,nd,scientific,"obv11, LoE2, LeE2","MCT 35 (T, Tr)","ib2-si8 (like ba-si8) refers to solving a number involving exponents, square or cube roots; LoE: 2,8-e 7 i[b2-si8] [4],16-e 8 [ib2-si8], that is, 2 to the 7th power = 2,8 and 2 to the 8th power = 4,16, a continuation of the second group of logarithmic tab",http://deliver.odai.yale.edu/content/repository/YPM/id/593300/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593306/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593305/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593301/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593310/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593302/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593303/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593304/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593307/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593308/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593309/format/3
